id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AWE2FvX5RxPSIh2RscTK,2018-01-18T18:43:12Z,2019-05-20T23:55:47Z,5620 Calle Real,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Goleta,US,us/ca/goleta/5620callereal/-1127060008,34.44178,-119.81979,Best Western Plus South Coast Inn,93117,CA,2018-01-01T00:00:00.000Z,,2018-01-03T00:00:00Z,3,,Best Western Plus Hotel,San Jose,UnitedStates,tatsurok2018
AVwcj_OhkufWRAb5wi9T,2016-11-06T20:21:05Z,2019-05-20T23:31:56Z,5th And San Carlos PO Box 3574,"Hotels,Lodging,Hotel",Accommodation & Food Services,Carmel by the Sea,US,us/ca/carmelbythesea/5thandsancarlospobox3574/50035798,36.55722,-121.92194,Best Western Carmel's Town House Lodge,93921,CA,2016-04-02T00:00:00Z,,2016-10-09T00:00:00Z,4,,Clean rooms at solid rates in the heart of Carmel,San Francisco,CA,STEPHEN N
AVwcj_OhkufWRAb5wi9T,2016-11-06T20:21:05Z,2019-05-20T23:31:56Z,5th And San Carlos PO Box 3574,"Hotels,Lodging,Hotel",Accommodation & Food Services,Carmel by the Sea,US,us/ca/carmelbythesea/5thandsancarlospobox3574/50035798,36.55722,-121.92194,Best Western Carmel's Town House Lodge,93921,CA,2016-01-06T00:00:00Z,,2016-10-09T00:00:00Z,3,,Business,Prescott Valley,AZ,15Deborah
AVwcj_OhkufWRAb5wi9T,2016-11-06T20:21:05Z,2019-05-20T23:31:56Z,5th And San Carlos PO Box 3574,"Hotels,Lodging,Hotel",Accommodation & Food Services,Carmel by the Sea,US,us/ca/carmelbythesea/5thandsancarlospobox3574/50035798,36.55722,-121.92194,Best Western Carmel's Town House Lodge,93921,CA,2016-08-22T00:00:00Z,,2016-10-31T00:00:00Z,5,,Very good,Guaynabo,PR,Wilfredo M
AVwcj_OhkufWRAb5wi9T,2016-11-06T20:21:05Z,2019-05-20T23:31:56Z,5th And San Carlos PO Box 3574,"Hotels,Lodging,Hotel",Accommodation & Food Services,Carmel by the Sea,US,us/ca/carmelbythesea/5thandsancarlospobox3574/50035798,36.55722,-121.92194,Best Western Carmel's Town House Lodge,93921,CA,2016-03-21T00:00:00Z,,"2016-10-09T00:00:00Z,2016-03-27T00:00:00Z",2,,Low chance to come back here,Reno,NV,Luc D
AVweLARAByjofQCxv5vX,2016-05-16T22:39:30Z,2019-05-20T23:28:44Z,167 W Main St,"Hotels,Hotels and motels,Hotel,Restaurants",Accommodation & Food Services,Lexington,US,us/ky/lexington/167wmainst/-1165617038,38.047014,-84.497742,21c Museum Hotel Lexington,40507,KY,2016-03-15T00:00:00Z,,2016-03-19T00:00:00Z,4,,Loved staying here,Nashville,TN,LKDiScenza
AVweLARAByjofQCxv5vX,2016-05-16T22:39:30Z,2019-05-20T23:28:44Z,167 W Main St,"Hotels,Hotels and motels,Hotel,Restaurants",Accommodation & Food Services,Lexington,US,us/ky/lexington/167wmainst/-1165617038,38.047014,-84.497742,21c Museum Hotel Lexington,40507,KY,2016-04-18T00:00:00Z,,2016-05-10T00:00:00Z,1,,Does not live up to its reputation,Charlotte,NC,GGTravels2016
AV1thAoL3-Khe5l_Ott5,2017-07-23T03:35:56Z,2019-05-20T23:28:32Z,115 W Steve Wariner Dr,"Hotels and motels,Hotel",Accommodation & Food Services,Russell Springs,US,us/ky/russellsprings/115wstevewarinerdr/-411694349,37.065296,-85.07358,Springs Motel LLC,42642,KY,2015-08-13T00:00:00.000Z,,"2017-12-17T00:00:00Z,2017-07-13T00:00:00Z",1,,worst customer service ever,Hanceville,Alabama,madaramapquest
AVz6h4Sb3D1zeR_xDHsu,2017-06-30T19:43:24Z,2019-05-20T23:27:06Z,2240 Buena Vista Rd,"Budget Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Lexington,US,us/ky/lexington/2240buenavistard/-659606824,38.0421,-84.4271,Microtel Inn Suites By Wyndham Lexington,40505,KY,2017-06-15T00:00:00.000Z,,2017-06-26T00:00:00Z,5,,Location Location Location,Jeffersonville,Indiana,IUMIKECOO
AVwdo6WHByjofQCxrGaj,2016-11-02T17:23:39Z,2019-05-20T23:26:47Z,1107 N Main St,"Hotels,Bed Breakfasts,Bed & Breakfasts,Hotels and motels,Lodging,Hotels Motels,travel,Motels,Hotels & Motels,Hotel",Accommodation & Food Services,Hopkinsville,US,us/ky/hopkinsville/1107nmainst/-1877262391,36.889,-87.4813,American Inn,42240,KY,2014-07-15T00:00:00Z,,"2016-03-19T00:00:00Z,2016-05-10T00:00:00Z,2016-07-18T00:00:00Z",1,,The worst place i've booked,Lawton,OK,johnnytuba
AVwcuo0eIN2L1WUfoPEk,2016-03-23T04:19:28Z,2019-05-20T23:26:33Z,1953 Nicholasville Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,Lexington,US,us/ky/lexington/1953nicholasvillerd/861200040,38.01243,-84.51635,Hampton Inn Lexington Medical Center,40503,KY,2016-07-06T00:00:00Z,,2016-07-18T00:00:00Z,5,,Beautiful hotel,Williamsburg,VA,colonialgal
AWB2mcqARxPSIh2RpdHz,2017-12-21T00:00:53Z,2019-05-20T23:10:15Z,4200 Via Real,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Carpinteria,US,us/ca/carpinteria/4200viareal/1997906078,34.40507,-119.53119,Motel 6 Santa Barbara - Carpinteria North,93013,CA,2017-11-11T00:00:00.000Z,,"2018-01-03T00:00:00Z,2017-12-17T00:00:00Z",3,,Good for location,London,UnitedKingdom,Jonathan C
AVwdhvN2kufWRAb56xSm,2017-01-16T18:09:54Z,2019-05-20T23:08:26Z,1818 El Camino Real,"Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel,Business Hotels",Accommodation & Food Services,Redwood City,US,us/ca/redwoodcity/1818elcaminoreal/-728412515,37.4777,-122.2249,Comfort Inn,94063,CA,2016-04-20T00:00:00Z,,2016-05-13T00:00:00Z,5,,Under construction and extremely accomodating,Los Angeles,CA,Kristen Y
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-06-29T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",3,,"Very hot water, bad food",Honolulu,Hawaii,Stacy D
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2018-09-05T00:00:00.000Z,,2018-11-06T00:00:00Z,5,,Excellent hotel,New York City,NewYork,brand0nstark
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-11-07T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",2,,Historic but uncomfortable,Arlington,Texas,RobertKestenbaum
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-07-02T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Accomations,Des Moines,Washington,donp638
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-10-03T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Great Room at Great Location,Philadelphia,Pennsylvania,B1962UTvictoriaa
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-10-13T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",3,,"Good location, clean but poor services and restaurant.",Abergavenny,UnitedKingdom,kenthecelt
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-06-08T00:00:00.000Z,,2018-08-26T00:00:00Z,4,,Great value and good location,Cayey,PuertoRico,josenc2016
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-05-04T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Excellent,Palms West,Florida,396kathyg
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-06-18T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Good Hotel - Good Location,San Francisco,California,Alamo77
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-10-30T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Beautiful Hotel!,North Kansas City,Missouri,jrvcrj
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-01-09T00:00:00.000Z,,2018-08-26T00:00:00Z,4,,Very nice and reasonable,Cumming,Georgia,ophiacus46
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-12-22T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Great hotel with fantastic service,Houston,Texas,Cindy P
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-05-14T00:00:00.000Z,,2018-11-06T00:00:00Z,4,,Whitney,New York City,NewYork,jovinhome
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-10-31T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",1,,"Horrible, closet like rooms with no air conditioning...",New Orleans,Louisiana,mattpC371JZ
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-09-21T00:00:00.000Z,,2018-11-06T00:00:00Z,2,,Second chance stay,Houston,Texas,cseibert91
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-12-17T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",2,,Non recommanded stay,Hossegor,France,G2744BFjand
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2014-08-06T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Nice visit to NOLA,Texas City,Texas,Diana F
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-01-01T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",1,,In the valet parking they stole in the car.,Santiago,Chile,am0raga
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-09-30T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",2,,Disappointing experience,New York City,NewYork,Melissa W
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-01-22T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Best Weekend Ever!,Delcambre,Louisiana,Ashlee B
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-11-11T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,great Hotel Experience,Bradenton,Florida,246elnap
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2018-04-26T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",1,,Great service from Staff but the hotel needs an update,Leesburg,Virginia,josephcarter2018
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-10-19T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,"Convenient, clean and quiet.",San Diego,California,David E
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-10-20T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",1,,Beauty is not the best,London,UnitedKingdom,64allen
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-04-23T00:00:00.000Z,,2018-08-26T00:00:00Z,5,,New Orleans Hospitality at its Finest!,Los Angeles,California,Frank D
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2018-04-26T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Good Location,Columbus,Indiana,Thomas W
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-10-02T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",2,,What a difference a year makes.,San Carlos,Panama,Ken P
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-11-19T00:00:00.000Z,,2018-08-26T00:00:00Z,5,,maikel joosten,Meijel,TheNetherlands,338maikelj
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-09-30T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Nice hotel for a short stay,Savannah,Georgia,ezellam
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-05-02T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Good centrally located hotel with old time charm.,Breckenridge,Colorado,SiriusSkier23
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-07-06T00:00:00.000Z,,2018-11-06T00:00:00Z,5,,Birthday trip to NOLA,Nashville,Tennessee,200cathyt
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2014-04-06T00:00:00.000Z,,2018-11-06T00:00:00Z,4,,3/31 to 4/2,West Palm Beach,Florida,Michael S
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-05-22T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",3,,Poor bar and Resturant facilities closed during our trip,Glasgow,UnitedKingdom,bobcampbell60
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-05-27T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Excellent service and accomdation,Toronto,Canada,71selwynh
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-03-30T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Another great stay in New Orleans,Sacramento,California,calipilot
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-03-18T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Very nice hotel well situated in New Orleans,Houston,Texas,Ian M
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-09-01T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,love the lobby!,Covington,Louisiana,Gina R
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2018-04-28T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",2,,Random fees,Indianapolis,Indiana,akuhn342555
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-06-28T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Historic Gem Hotel in Business District of New Orleans,Buckeye,Arizona,Rebecca B
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2017-07-11T00:00:00.000Z,,2018-11-06T00:00:00Z,5,,Quick jaunt,Houston,Texas,karab997
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-02-17T00:00:00.000Z,,2018-08-26T00:00:00Z,5,,Will stay again,Hattiesburg,Mississippi,cathyg117
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2014-10-08T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,"Great location, quiet, boutique hotel",Prescott Valley,Arizona,Timothy C
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-06-15T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Excellent accommodations,Cordova,Tennessee,arethac789
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-10-14T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Great Hotel,Enfield,Connecticut,JULPST
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2015-06-11T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",4,,Great place,Yukon,Oklahoma,Biscuit2005
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-10-30T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Great location and services at the right price,Austin,Texas,nmoissaint
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2018-03-20T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Highly enjoyable stay,Elkton,Virginia,res877
AWV8VsCtRxPSIh2RyTvS,2018-08-27T17:01:16Z,2019-05-20T21:40:08Z,610 Poydras St,"Building,Hotels and motels,Hotel",Accommodation & Food Services,New Orleans,US,us/la/neworleans/610poydrasst/-946012914,29.949125,-90.069748,The Whitney Hotel,70130,LA,2016-02-17T00:00:00.000Z,,"2018-11-06T00:00:00Z,2018-08-26T00:00:00Z",5,,Mardi Gras Vacation,Las Vegas,Nevada,Bill7766
AVwd89xXkufWRAb5-sIk,2015-10-24T00:35:05Z,2019-05-20T20:23:34Z,1400 David Dr,"Condominiums,Hotels and motels,Hotel and motel reservations,Resorts,Hotel",Accommodation & Food Services,Estes Park,US,us/co/estespark/1400daviddr/87278756,40.395578,-105.565417,Estes Park Condos,80517,CO,2016-03-03T00:00:00Z,,2016-03-17T00:00:00Z,5,,The Best Time!,Louisville,CO,M3RM0R
